gradient1,gradient2,gradient3
0.04875866892608443,-0.015675748936137362,0.008709853862903225
0.046704109566298245,-0.015164001108977513,-0.010215030827218675
0.04524121037091144,0.0013751551143887503,0.021559435524746588
0.041300360783152024,0.05411303920806381,0.014243884420588665
0.04340086882272847,0.056871591652173245,0.016200845333527836
0.05815071946989533,0.021370569464602234,0.00762960713153502
0.004966951157146868,0.02116606417216569,-0.02163046104982658
0.05419483424372724,0.026102706851342056,0.012875985439073647
0.020497881499783276,0.027608010554091872,0.02464954034519795
0.034086639530697765,0.04957768561488978,0.010592133545174093
0.05458661746104907,0.033259766168166074,0.017382145360135527
0.05869190601418717,0.025593918121609244,-0.0014391519676188321
0.06387518816008461,0.02667316020580327,-0.0001410499554545958
0.05093370803236363,0.043973122190698564,0.011188896605125568
0.05629566690716787,0.030289258821805682,0.007997571015779827
0.035148346060669744,0.036136841834951604,0.009819897906444233
0.04369232031491802,0.047752732805239506,0.015046291692286143
0.059033687966091375,0.03843622649898717,0.016703364361576697
0.05825376526124714,0.0485109801513414,0.01423607479918573
0.0362998255320356,0.033611177433959534,-0.0010215798992275274
0.043629502841214474,0.03539752357077727,0.02085416637165969
0.03995048768052635,0.05404091145259798,0.0053607953669484575
0.04562197393136737,0.054260284411785,0.0049170073165452745
0.03346880811822445,0.051708869114956035,0.02730854866978696
0.034412974189341174,0.05665835096202315,0.022920380789841262
0.00197561548670736,0.04519041596619314,-0.0011300227138941843
0.03159983757067772,0.06492463978889582,0.01869848669410141
0.022565868712087177,0.03824881416584269,-0.0007763305892591133
0.028897084568954935,0.05621562017494779,0.017045686690850527
0.031619005452831944,0.045791564997771796,-0.0008755701120683857
0.03338631354175231,-0.0016820304453821374,-0.005333880337526508
-0.010444420145627025,-0.0032048195318128557,0.030169774290812704
-0.05442111494836859,0.003701616884816826,0.032894447298976275
-0.039217422071996855,-0.023428236818634884,0.028821164649634145
-0.033628448482765735,-0.025508978622900535,0.04828119927451891
-0.0266753142177579,-0.008053380114707675,0.020835113921447233
-0.047136558127087114,0.015424738148917507,0.018391291821423638
-0.04442296834312657,0.009838892923401149,0.002429426416767062
-0.06028806560540626,0.007436709351341699,0.013720986858065337
-0.06093584309949422,-0.0008044361994538952,0.03923811656416174
-0.05220933152723312,0.00014983816111015623,0.04517872261753573
-0.0483665116994895,0.003741211330209525,0.02691220494322866
0.004365827947348614,0.009077206943097488,0.02776570438461126
0.05944539446216716,-0.0314588692355545,-0.01166955035149394
0.05302381673250868,-0.02852487085327504,-0.02055226801149773
0.06697544847212794,-0.027395115500291917,-0.006308323856396593
0.048446417749861644,-0.028050479611509745,-0.00592356851234926
0.047671824359428856,-0.04067591515316176,-0.010835587331475468
-0.017279213966465676,-0.002030803699228647,0.01005566110838934
0.05947076653873349,-0.016002595646202638,-0.022311834887299337
0.0638198143298505,0.02190067242075142,-0.003547081728120321
0.052550162084291994,0.03483254314242633,-0.0030483661730082478
0.0662589355409353,0.01788210035993902,-0.005073267274174838
0.010028113435491743,-0.03386014524310081,0.020043356223087526
0.04428420373132251,-0.043353775083142754,-0.007983357332134372
-0.023189627359701846,-0.0009612125368712992,0.02127030173208437
0.06799693080075477,-0.009181506967107737,-0.007214913447550477
0.06308412432406184,-0.009305643407974332,-0.00753621822694216
0.07489034987507708,-0.00942297715480011,-0.010699447077730335
0.0656493886231918,-0.01403526670229186,-0.015140272242904939
0.024697503218290038,0.010205498356061106,-0.004607251962887763
0.04611779640912858,-0.0359857935548842,-0.006249224007267232
0.03611755387820377,-0.026534905437431464,-0.003209702435692761
0.025440281468873827,-0.04429288745864749,0.00659606935143488
0.00027723232253002746,-0.01889069389369351,0.01666237754348917
0.049568920122315306,-0.04611226062724296,-0.0113846900526999
0.05014207353475769,-0.029187700313857992,-0.010061842478772091
0.030948622926368904,-0.03412137115572259,-0.013136772146084977
0.035984078292347475,-0.038465952577667065,0.003130069276381548
0.033846047064775966,-0.0407159165988779,0.00046365751286778873
0.04130091495055982,-0.04617484024779202,0.0014986953866477032
0.027253448152807197,0.038893794540692944,-0.0057410573453058646
0.03815230653609334,-0.004807661222104436,-0.009579292148080058
0.024763505669271223,-0.03501528829497493,0.008831086981381612
0.042421804291858975,0.004198707076373118,-0.017331649696592406
0.05641929870191228,0.02012457577560464,-0.008356816756869697
0.015116318344621101,-0.027624890036302235,-0.007024929003723511
0.019875107475912257,0.0010357742324185128,-0.004082862098550236
0.05058540982175207,0.016408055547466438,-0.00953544407727941
0.03062161393550985,0.009901024344314306,-0.005168194348971744
0.019230975258623665,-0.03031085231282861,0.0029393728013961035
0.025303619882304278,0.03251216871106808,-0.003191236701912702
0.03011116244316738,-0.04709823826371129,-0.002392881266517417
0.047626639269456435,-0.03201695814070997,-0.012132232474471327
0.02020779785736879,-0.038079664415717265,-0.008148101407907168
0.056782547490541006,-0.01756302896686285,-0.0028556703109011796
0.003106884960758357,-0.02656808888788161,0.025683855434951858
0.02405855122399256,0.020915850214085322,0.007313649652738775
-0.007363061914876911,-0.0053944026850925,0.01861879180374404
-0.0028972916724435077,-0.03144786601482039,-0.01330353630667415
0.008177306781729034,-0.03185412046311522,-0.008096510882257194
-0.04781304623380232,-0.00682225490115365,0.04859224307649947
0.028414678625623926,-0.003237068758420377,0.01046738547297122
0.000943172924080403,-0.03751746674037893,0.018772421392382752
0.0047158438779794235,-0.049049604213979615,0.028489786600870558
0.06321496796176133,0.009233456717345658,-0.004618319893712523
0.004868295857894048,0.015323053437516316,-0.012883342065808944
-0.0341651696667165,-0.016609180210527194,0.05224406683857185
-0.059659008053892286,0.003427540208534892,-0.03289474263019524
0.0025243893161625763,-0.04717436991577403,0.03157744865324201
-0.0627657575328941,0.0033661931781306556,-0.024881430737311822
-0.06402275033242671,0.007400330797609616,-0.0018517161824050943
-0.03947970072865894,0.02707468443650576,-0.025701970327525976
-0.047466803118024696,0.01708884548786478,0.005583238034986561
-0.04982905663276233,0.0058319414556161795,-0.010772568747189074
-0.03049446657167603,0.0022308241772091217,0.03766279960292131
-0.05363368422228162,0.015398932972107229,-0.02152941532455096
-0.04557422819839963,0.006789593005629625,0.01789096206971129
-0.013212914080420038,-0.011381693821884723,0.03756827448620128
-0.05975560826800368,0.007369131612286354,0.026154010794670095
-0.03960533829866966,-0.015413513072230121,0.052579084422394076
0.012742810501086492,-0.021373434839938754,0.018146262195923912
-0.027308035278967625,0.001908097864544298,0.024457461119168432
0.0009174158817360343,-0.034500679105398335,0.014653578031889694
-0.02703522559020937,-0.028777452767679273,0.020451832392028628
0.009584632080711133,-0.02861362459978243,-0.00035932299313885644
0.031876488505804546,-0.02388618709068851,-0.013524928284015072
-0.00908967042425842,-0.018833651769600702,-0.011460474834978081
-0.014305724670260637,-0.002189328915636182,0.01599520953241603
0.040900827775058476,-0.014034698998743092,-0.008383080621310239
0.029115630151256233,-0.06104460653884418,-0.0017716826490143858
-0.046853271993901276,0.003144211076660217,-0.025339217217861303
0.03212029448380372,-0.021173758801722734,-0.01431276717634376
-0.014425544432918673,0.028167048582099764,-0.010894478706773068
0.026584425391026654,-0.018405251224202602,-0.009212480862893061
0.01498270799797748,-0.012917260026877356,-0.009829502559122223
0.0018627620719424151,-0.010614231577386155,0.0018248117242002885
-0.017652335786052038,-0.028873251894838838,0.0182278243414721
-0.0007477490749842478,-0.008271025217642575,-0.004126408617330845
-0.004457791326812251,-0.0077320980912749665,0.000721914306448314
0.0070531478413746514,-0.019761943046519022,-0.011115238847512199
0.034136839319112884,-0.034738839782344315,-0.01454962872411081
0.03515823515256139,-0.01237411351474596,-0.014696018717339658
-0.04128611601376387,0.004081223133532044,-0.006724824218238655
-0.03664935599435307,-0.0035038715549208133,-0.009363256128770217
-0.029868646438742215,-0.022917551782773903,-0.011491951796490077
-0.03111923945132257,-0.01358434062501389,-0.011958507656693809
-0.040372832446435254,0.007895602759261766,-0.030273452176962423
-0.04180905541058717,-0.004721874677116177,0.005989953575190949
-0.020802254865896794,-0.020503485774326667,-0.01100625892589722
0.02089964798762141,-0.04085386719323328,2.0643679587503512e-05
-0.03820044247931124,0.0037148500684729756,0.002455215289499556
-0.03888767443151349,0.0060394550285880364,-0.012529072137835417
0.007720594672749914,-0.014661020906815245,0.00047217618722332955
0.024557059592765614,-0.02442309004245448,-0.01110658152985285
-0.03737447911503479,0.00016140847276449675,-0.0016437669445912332
-0.03658120746419998,0.002278709554395596,-0.01905013646308056
-0.05114563976049244,0.009143403241724437,-0.011430917661007407
-0.025319497414903188,0.01876773227381376,-0.014828891830227156
